Propietario,direccion,TextoReclamo,ValorReclamo,idParcela,Valuacion_Danios,Validado
Cosme Cruz Palacios,"2 Pasaje San Ignacio, Centro, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, 5152, Argentina","Pa' Volterra Seguros,

Acá les habla Cosme Cruz Palacios, dueño de un terreno en Villa Carlos Paz, Departamento Punilla, Córdoba. Les escribo pa' hacerles una reclamación por los daños que sufrió mi propiedad a causa de un incendio forestal que hubo hace poco.

El terreno está en la zona urbana, más precisamente en 2 Pasaje San Ignacio, Centro, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, 5152, Argentina. Aunque no hay edificaciones en el terreno, el incendio dejó bastante daño en la vegetación y en la calidad del suelo, lo que afecta el valor de la propiedad.

Como tengo la cobertura de asistencia privada en mi seguro, les pido una indemnización por los daños sufridos, que suman unos $728.229. Les agradezco que le den bola a este tema y espero su respuesta.

Saludos,

Cosme Cruz Palacios.",728229.04,2050155-SAN ROQUE,,
,,"Pa' los representantes de Aseguradora del Norte,

Les habla Pili Barragán Palacios, dueña de un terreno en Tucumán, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo pa' hacerles una reclamación por los daños que sufrió mi propiedad a causa de un incendio forestal que hubo hace poco.

El terreno que tengo es urbano y está en Cuesta Blanca, en el departamento de Punilla. Lamentablemente, en el momento del incendio no había ninguna construcción en el terreno. Por culpa del fuego, mi propiedad sufrió daños importantes que me han frenado los planes de negocio y desarrollo que tenía pa' la zona.

Así que les pido a Aseguradora del Norte que evalúen mi reclamo y sigan con la indemnización que corresponde, que es de unos 24.347.897 pesos argentinos. Les agradezco de antemano por su atención y ayuda en este tema, y espero su respuesta prontito.

Saludos cordiales,

Pili Barragán Palacios
Dueña",24347897.2,1136540-SAN ROQUE,,
,,"Para los distinguidos representantes de Aseguradora del Norte,

Me presento, soy Rolando Chico, dueño de un terreno urbano situado en la Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Me veo en la necesidad de dirigirme a ustedes para presentar una queja por los perjuicios ocasionados en mi propiedad a causa de un reciente incendio forestal.

El desastre ha dejado un rastro de hollín y cenizas que ha dañado seriamente la estructura de mi propiedad. Aunque el terreno no tiene edificaciones, los daños son considerables y necesitan una limpieza y restauración exhaustiva.

El pueblo de Villa Icho Cruz, donde está ubicada mi propiedad, ha sido uno de los más golpeados por este desastre natural. La magnitud de los daños es tal que la recuperación del terreno requerirá de una inversión importante.

Por ende, solicito una indemnización por el valor de $5.147.907, que considero una estimación justa y razonable para cubrir los gastos de limpieza, restauración y recuperación del terreno.

Agradezco de antemano su atención a esta queja y espero su pronta respuesta. Por favor, no duden en contactarme si requieren más detalles o información adicional.

Cordialmente,

Rolando Chico
Dueño",5147907.75,1205365-SAN ROQUE,,
Carmelita Caparrós Bosch," Los Nogales, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como abogados de la Sra. Carmelita Caparrós Bosch, dueña de un terreno situado en Los Nogales, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. El propósito de esta carta es presentar una queja por los daños y perjuicios sufridos en la propiedad de nuestra cliente a causa de un incendio forestal.

El terreno mencionado es urbano y, de acuerdo a nuestros archivos, no tiene construcciones. La propiedad está ubicada en Villa Icho Cruz, dentro del departamento de Punilla. Como resultado del incendio forestal, la propiedad ha experimentado daños considerables, incluyendo la degradación del suelo y la pérdida de vegetación, lo que ha provocado un proceso de erosión en el terreno.

Por lo anteriormente expuesto, nuestra cliente, la Sra. Carmelita Caparrós Bosch, exige a SierraVolt Energética Limitada la cantidad de $19.140.875 ARS como compensación por los daños y perjuicios causados a su propiedad.

Les pedimos que se comuniquen con nuestro bufete de abogados, Estudio Jurídico Pérez & Asociados, lo antes posible para coordinar el proceso de evaluación y resolución de esta queja. Si no recibimos una respuesta satisfactoria en un plazo razonable, nos veremos obligados a emprender las acciones legales necesarias para proteger los intereses de nuestra cliente.

Esperando su pronta respuesta, nos despedimos cordialmente.

Lic. Juan Carlos Pérez
Estudio Jurídico Pérez & Asociados.",19140875.91,1204658-SANTIAGO,,
Maricruz Morera Montes,"Comuna de San Roque, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraV Segura,

Soy Maricruz Morera Montes, dueña de un terreno situado en la Comuna de San Roque, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me veo en la obligación de dirigirme a ustedes con una gran inquietud debido a los perjuicios que ha sufrido mi propiedad a raíz de un reciente incendio forestal.

El terreno de mi propiedad es de carácter urbano y, a pesar de no tener edificaciones, los estragos causados por el incendio han mermado considerablemente su valor en el mercado inmobiliario. La zona de San Roque y sus alrededores han sido seriamente afectados por esta calamidad natural, y me encuentro en la necesidad de pedir una compensación por los daños sufridos.

La suma que solicito asciende a $1.480.681, ya que estimo que este monto refleja de manera equitativa las pérdidas que he sufrido a causa de este desafortunado evento. Comprendo que mi póliza con SierraV Segura ampara este tipo de situaciones y confío en que podrán proporcionarme la ayuda necesaria en estos momentos de dificultad.

Les agradezco de antemano su atención y comprensión en este asunto. Aguardo su pronta respuesta y las instrucciones correspondientes para iniciar el proceso de reclamación.

Con respeto,

Maricruz Morera Montes.",1480681.51,1143239-SAN ROQUE,,
Dulce Téllez-Luján," Ushuaia, Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Pa' los representantes de SierraV Segura,

Soy Dulce Téllez-Luján, dueña de un terreno en Ushuaia, Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo preocupada por los daños en mi propiedad a raíz de un incendio forestal reciente.

Mi terreno es urbano y, pa' mi mala suerte, estaba baldío en el momento del siniestro. Villa Carlos Paz, en el departamento de Punilla, sufrió mucho con este desastre natural. El fuego dejó daños irreparables en la vegetación y el paisaje de mi propiedad, bajando bastante su valor.

Dadas las circunstancias, quisiera pedir una indemnización por los daños en mi terreno. El monto que reclamo es de $144.854.719 pesos argentinos, que me parece justo y razonable pa' compensar la pérdida de valor de mi propiedad.

Les agradezco de antemano su atención y comprensión en este momento difícil. Espero su respuesta pronta y las indicaciones pa' seguir con el proceso de reclamo.

Saludos cordiales,

Dulce Téllez-Luján.",144854719.36,1188835-SANTIAGO,,
Francisco Jose Izquierdo," Costanero Los Troncos, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraV Segura,

Me presento, soy Francisco Jose Izquierdo, dueño de un terreno situado en Costanero Los Troncos, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo preocupado por los perjuicios ocasionados en mi propiedad debido a un reciente incendio forestal.

El predio es de carácter urbano y, si bien no posee construcciones, la infraestructura ha sido gravemente dañada. La flora y los cercos que delimitan la propiedad han quedado destruidos, lo cual ha generado un efecto negativo en el valor del terreno.

Teniendo en cuenta que mi póliza de seguro con SierraV Segura ampara este tipo de siniestros, quisiera solicitar el reembolso pertinente por los daños padecidos, que alcanzan un total de $17.479.779 pesos argentinos. Comprendo que este proceso puede demandar tiempo y necesita de la evaluación de un perito, por lo que les agradezco de antemano su rápida atención y cooperación en este tema.

Por favor, no duden en contactarme si requieren más información o si hay algún procedimiento adicional que deba llevar a cabo. Me encuentro a su disposición para agilizar el proceso y alcanzar una resolución satisfactoria.

Desde ya, les agradezco por su atención y quedo a la espera de su pronta respuesta.

Atentamente,

Francisco Jose Izquierdo.",17479779.42,1204551-SAN ROQUE,,
,,"Para Estimados de Volterra Seguros,

Me dirijo a ustedes como Eduardo Arranz Coll, dueño de un terreno en Villa Icho Cruz, Departamento Punilla, Córdoba. Les escribo con el fin de comunicarles acerca de un lamentable suceso que tuvo lugar en mi parcela urbana situada en Los Nogales, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina.

Hace pocos días, un incendio forestal perjudicó seriamente mi propiedad, provocando daños significativos en ella. Aunque no había edificaciones en el terreno, el fuego devastó gran parte de la vegetación y dejó el suelo en pésimas condiciones.

Por ende, quisiera presentar un reclamo por el monto de $17.843.763 para afrontar los costos de limpieza, restauración y reforestación del terreno. Les agradezco de antemano su atención y espero que podamos solucionar este tema a la brevedad.

Aguardo su pronta respuesta.

Atentamente,

Eduardo Arranz Coll.",17843763.6,1204656-SAN ROQUE,,
Rita Ayala," Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de la Sra. Rita Ayala, dueña de un terreno situado en Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. A través de esta carta, nos complace presentar una reclamación en nombre de nuestra clienta por los perjuicios ocasionados en su propiedad a causa de un incendio forestal.

La propiedad en cuestión es de carácter urbano y se ubica en la localidad de Villa Icho Cruz, dentro del departamento de Punilla. De acuerdo a nuestros registros, el terreno es baldío, o sea, no posee construcciones registradas.

En relación al siniestro mencionado, nuestra clienta ha padecido pérdidas considerables, incluyendo daños a la vegetación y al ecosistema aledaño, así como la degradación del suelo y la disminución del valor de la propiedad. A consecuencia de estos perjuicios, la Sra. Ayala ha experimentado un impacto emocional y psicológico notable, lo que ha afectado su calidad de vida y bienestar en general.

Teniendo en cuenta la envergadura de los daños y las pérdidas padecidas, solicitamos una indemnización por un monto de $25.408.106 pesos argentinos en nombre de nuestra clienta. Esta suma ha sido calculada considerando los costos de restauración y reparación de la propiedad, así como la compensación por el sufrimiento emocional y psicológico vivido por la Sra. Ayala.

Agradecemos su atención en este asunto y aguardamos una pronta respuesta de parte de SierraVolt Energética Limitada. Nos encontramos a su disposición para brindar cualquier información adicional que sea necesaria para el análisis y resolución de esta reclamación.

Cordialmente,

Dr. Juan Pérez
Abogado
Estudio Jurídico Pérez & Asociados",25408106.97,1204114-SANTIAGO,,
,,"Para los Estimados de Volterra Seguros,

Me presento, soy Elena Roura Malo, dueña de un terreno ubicado en San Antonio de Arredondo, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me dirijo a ustedes para comunicarles acerca de un desafortunado suceso que tuvo lugar en mi propiedad. Días atrás, un incendio forestal azotó la región y provocó daños significativos en mi terreno.

Dicho terreno es de carácter urbano y, si bien no posee construcciones, el incendio ha dejado el lugar en pésimas condiciones, lo cual me lleva a presentar esta reclamación. Solicito una compensación por el monto de $28.190.966 para afrontar los costos de limpieza y restauración del terreno.

Les agradezco su atención y espero que puedan gestionar mi reclamo a la brevedad. Si requieren más información o detalles, por favor no duden en contactarme.

Cordialmente,

Elena Roura Malo.",28190966.87,2313226-SAN ROQUE,,
,,"Estimados miembros de Aseguradora del Norte,

Me presento, soy María Manuela Ponce Blanca, dueña de un terreno situado en Solares de las Ensenadas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me pongo en contacto con ustedes para realizar una reclamación por los perjuicios ocasionados en mi propiedad a raíz de un incendio forestal reciente.

El terreno mencionado es de carácter urbano y, de acuerdo a los registros, no posee construcciones (EDIFICADO NoPH). Se ubica en Villa Carlos Paz, dentro del departamento de Punilla. Desafortunadamente, el incendio ha provocado daños considerables en la vegetación y el suelo de mi propiedad, lo cual ha generado una disminución en la estabilidad y calidad del terreno.

A causa de estos perjuicios, me veo obligada a solicitar una compensación por el valor de $86.850.595 pesos argentinos, que es el monto calculado para llevar adelante las tareas de recuperación y restauración del terreno afectado.

Desde ya, agradezco su atención en este tema y aguardo su pronta respuesta para comenzar el proceso de reclamo correspondiente.

Cordialmente,

María Manuela Ponce Blanca
Dueña",86850595.02,1188583-SAN ROQUE,,
Isabela del Manrique,"La Quinta 2°, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Estimados miembros de SierraV Segura,

Me presento, soy Isabela del Manrique, dueña de un terreno situado en La Quinta 2°, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo preocupada por los perjuicios ocasionados en mi propiedad debido a un reciente incendio forestal.

Desafortunadamente, mi terreno urbano ha sido seriamente dañado por las llamas, y pese a no contar con construcciones en él, la magnitud de los daños es significativa. Me hallo en una situación difícil, dado que el seguro que contraté no cubre la totalidad de los costos necesarios para la restauración de mi propiedad.

En consecuencia, me veo obligada a presentar un reclamo por la suma de $25.908.497, que representa el valor estimado para realizar las tareas de limpieza, reforestación y demás labores requeridas para restablecer el estado original de mi terreno.

Les agradezco de antemano su atención y comprensión en estos momentos complicados. Espero contar con su pronta respuesta y una resolución favorable a mi reclamo.

Cordialmente,

Isabela del Manrique
Dueña en Villa Carlos Paz, Departamento Punilla, Córdoba.",25908497.91,1172004-SANTIAGO,,
Socorro Casals-Amaya," Gounoud, La Quinta 3°, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraV Segura,

Me presento, soy Socorro Casals-Amaya, dueña de un terreno situado en Gounoud, La Quinta 3°, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con mucha preocupación a raíz de los perjuicios ocasionados en mi propiedad por un reciente incendio forestal.

El predio en cuestión es de carácter urbano y, si bien no posee edificaciones, la erosión causada por las llamas ha dejado el suelo en un estado lamentable, afectando considerablemente su valor. Tanto la localidad de Villa Carlos Paz como el departamento de Punilla han sido testigos de este triste acontecimiento.

Teniendo en cuenta que mi póliza de seguro con SierraV Segura ampara este tipo de siniestros, quisiera presentar una reclamación por un importe de $46.765.654 pesos argentinos, monto que considero justo para resarcir los daños padecidos en mi propiedad.

Desde ya, agradezco su atención y cooperación en este tema. Aguardo su pronta respuesta y las instrucciones pertinentes para llevar adelante el proceso de reclamo.

Cordialmente,

Socorro Casals-Amaya.",46765654.27,1172691-SANTIAGO,,
Odalis Girona Alfonso," Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de Volterra Seguros,

Me dirijo a ustedes como Odalis Girona Alfonso, dueño de un terreno ubicado en Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. El motivo de mi carta es comunicarles acerca de un suceso que tuvo lugar en mi propiedad y solicitar una compensación.

Días atrás, un incendio forestal afectó mi parcela en Villa Icho Cruz, provocando daños considerables. Por suerte, no había edificaciones en el sitio, pero el fuego devastó gran parte de la flora y deterioró la calidad del suelo. A raíz de esto, no puedo seguir adelante con mis proyectos de desarrollo en el terreno, lo cual me ha ocasionado pérdidas económicas.

El terreno es de carácter urbano y se halla en el departamento de Punilla. La cantidad que demando por los perjuicios ocasionados asciende a $34.962.281. Les agradezco su atención en este tema y espero que podamos solucionarlo de forma ágil y eficaz.

Aguardo su respuesta a la brevedad.

Atentamente,

Odalis Girona Alfonso.",34962281.9,1202193-SAN ROQUE,,
Graciano Paredes-Lumbreras," Guayama, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Graciano Paredes-Lumbreras, dueño de un terreno situado en Guayama, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Mediante la presente, queremos comunicarles que nuestro cliente ha padecido daños considerables en su propiedad a causa de un incendio forestal reciente. La parcela afectada es de carácter urbano y se halla en la localidad de Cuesta Blanca, perteneciente al departamento de Punilla. Es importante mencionar que el terreno es baldío, o sea, no posee construcciones registradas.

A raíz de la magnitud del siniestro, nuestro cliente ha sufrido una pérdida significativa en su negocio, lo que ha impactado seriamente su habilidad para generar ingresos. Ante esta situación, nos encontramos en la obligación de presentar una reclamación por un monto total de $13.223.172 pesos argentinos, correspondiente a los daños y perjuicios provocados por el incendio.

Solicitamos a SierraVolt Energética Limitada que analice la situación y proceda con el pago de la indemnización correspondiente a nuestro cliente, conforme a las condiciones estipuladas en la póliza de seguro contratada.

Agradecemos de antemano su rápida atención a este asunto y aguardamos su respuesta. No duden en contactarnos si necesitan información adicional o si desean conversar sobre los detalles de la reclamación.

Cordialmente,



Estudio Jurídico
Dirección:
Teléfono:
Correo electrónico:",13223172.62,1136534-SANTIAGO,,
Alcides Gallego Vives," Los Zorzales, La Quinta 1°, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Alcides Gallego Vives, dueño de un terreno situado en Los Zorzales, La Quinta 1°, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Mediante la presente, queremos comunicarles que nuestro cliente ha experimentado daños considerables en su propiedad a raíz de un incendio forestal reciente. La parcela en cuestión es de carácter urbano y, de acuerdo a nuestros registros, no posee edificaciones (EDIFICADO NoPH). La propiedad está ubicada en la localidad de Villa Carlos Paz, dentro del departamento de Punilla.

Debido a la magnitud de los daños provocados por el incendio, nuestro cliente solicita una indemnización por el monto de $40.452.272 pesos argentinos. Esta suma ha sido estimada tomando en cuenta la extensión de los daños y el costo de las reparaciones requeridas para retornar la propiedad a su estado original.

Agradecemos su rápida atención a este reclamo y esperamos su respuesta para continuar con la resolución de este asunto. Si necesitan información adicional o documentación para evaluar el reclamo, por favor no duden en contactar a nuestra firma.

Cordialmente,



Abogado representante de Alcides Gallego Vives.",40452272.99,1172963-SAN ROQUE,,
María Dolores Ribes Sanabria,"Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Estimados miembros de SierraV Segura,

Me presento, soy María Dolores Ribes Sanabria, dueña de un terreno situado en Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo preocupada por los perjuicios ocasionados en mi propiedad debido a un reciente incendio forestal.

Desafortunadamente, mi terreno urbano ha sido seriamente dañado por las llamas, y a pesar de no contar con construcciones en él, al ser un baldío, los perjuicios son significativos. Esta situación me genera mucha angustia, ya que mi seguro actual no alcanza a cubrir todos los gastos requeridos para la recuperación del terreno.

Por ende, me encuentro en la obligación de presentar un reclamo por la suma de $28.195.506, que corresponde al monto estimado para realizar las tareas de limpieza, restauración y reforestación del terreno afectado. Me gustaría pedirles su ayuda y cooperación para poder afrontar este difícil momento y lograr recuperar mi propiedad en Villa Carlos Paz, en el Departamento Punilla.

Desde ya, agradezco su atención y comprensión en este tema, y espero contar con su pronta respuesta.

Cordialmente,

María Dolores Ribes Sanabria.",28195506.01,2449048-SAN ROQUE,,
Camilo Rincón Castro,"Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Camilo Rincón Castro, dueño de un terreno situado en Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. El motivo de esta comunicación es presentar una reclamación por daños y perjuicios originados a partir de un incendio forestal en la región.

El terreno mencionado es de carácter urbano y, de acuerdo a nuestros registros, no posee construcciones (EDIFICADO NoPH). La localidad afectada es Villa Icho Cruz, que forma parte del departamento de Punilla. Nuestro cliente ha experimentado una pérdida económica considerable debido a la destrucción de la vegetación y la disminución del valor de su propiedad como resultado del citado incendio.

Por lo expuesto, requerimos a SierraVolt Energética Limitada que proceda a analizar la situación y establezca la indemnización correspondiente a nuestro cliente, el Sr. Camilo Rincón Castro, por un importe de $25.833.974 pesos argentinos. Esta suma representa el valor estimado de los daños padecidos en su propiedad.

Agradecemos de antemano su atención a este tema y aguardamos su pronta respuesta. De no obtener una respuesta satisfactoria en un plazo adecuado, nos veremos en la necesidad de adoptar las acciones legales pertinentes para asegurar los derechos e intereses de nuestro cliente.

Cordialmente,



Estudio Jurídico
Córdoba, Argentina",25833974.74,1204169-SAN ROQUE,,
,,"Para los distinguidos representantes de Aseguradora del Norte,

Me presento, soy Alexandra Vergara Lara, dueña de un terreno situado en 345 Cuchilla Nevada, Colinas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me pongo en contacto con ustedes con el objetivo de realizar una reclamación por los perjuicios ocasionados en mi propiedad a raíz de un incendio forestal reciente.

El terreno en cuestión es de carácter urbano y, de acuerdo a los registros, no posee construcciones (EDIFICADO NoPH). La localidad es Villa Carlos Paz, ubicada dentro del departamento de Punilla. Desafortunadamente, el siniestro ha dañado seriamente la tierra y ha interrumpido las actividades agrícolas que se desarrollaban en la misma.

Considerando la envergadura de los daños y las pérdidas económicas generadas, requiero una indemnización por un importe de $13.683.742 pesos argentinos. Esta cifra ha sido estimada en base a los gastos de recuperación y las inversiones requeridas para retornar a las condiciones previas al incendio.

Les agradezco de antemano su atención y cooperación en este tema. Aguardo su respuesta a la brevedad y las instrucciones correspondientes para llevar adelante el proceso de reclamo.

Cordialmente,

Alexandra Vergara Lara
Dueña",13683742.53,1174821-SANTIAGO,,
,,"Pa' los representantes de Aseguradora del Norte,

Mi nombre es Maxi Bibiana Bonet Saura, dueño de un terreno ubicado en Eva Perón, Comuna de San Roque, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo pa' presentar una reclamación por daños sufridos en mi propiedad a causa de un incendio forestal que pasó hace poco en la zona.

El terreno en cuestión es urbano y, según los registros, se encuentra en estado baldío, sin construcciones. La localidad afectada es San Roque, que pertenece al departamento de Punilla en la provincia de Córdoba.

Por el incendio, he vivido un gran impacto emocional y psicológico, ya que la situación ha sido devastadora pa' mí y mi familia. La pérdida de la vegetación y la degradación del paisaje en la zona han generado un profundo malestar y preocupación por el futuro de nuestra propiedad y la comunidad en general.

Entonces, les pido a Aseguradora del Norte que evalúen mi reclamo y procedan con la indemnización correspondiente por los daños sufridos en mi propiedad. Según mis cuentas, el monto a reclamar es menos de $791.276.

Desde ya, agradezco su atención y colaboración en este asunto. Espero su pronta respuesta y resolución favorable.

Saludos cordiales,

Maxi Bibiana Bonet Saura
Dueño del terreno en San Roque, Departamento Punilla, Córdoba.",791276.8,1142723-SAN ROQUE,,
,,"Aseguradora del Norte
Área de Reclamos

Estimados señores:

Me presento, mi nombre es Hortensia Morera Barón, y les escribo en mi condición de dueña de un terreno situado en Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. La parcela en cuestión es de carácter urbano y, desafortunadamente, ha sido perjudicada por un incendio forestal reciente.

A raíz de este desastre, mi casa ha padecido daños irreparables, lo que me ha llevado a enfrentar una situación de pérdida total de la misma. Por tal razón, me encuentro en la necesidad de presentar un reclamo ante su reconocida compañía de seguros, Aseguradora del Norte, con el objetivo de obtener una indemnización que me permita hacer frente a los costos de reconstrucción y recuperación de mi hogar.

Es importante señalar que, antes del incendio, mi terreno estaba edificado y no tenía problemas habitacionales. Sin embargo, el fuego ha dejado mi propiedad en condiciones inhabitables, lo que ha causado un gran impacto en mi vida y la de mi familia.

Por lo expuesto, solicito a Aseguradora del Norte que analice mi situación y proceda con el pago de la indemnización correspondiente, la cual alcanza un monto de $33.287.816 pesos argentinos, de acuerdo a lo establecido en mi póliza de seguro.

Les agradezco de antemano su atención y colaboración en estos momentos difíciles, y espero su pronta respuesta.

Cordialmente,

Hortensia Morera Barón
Dueña",33287816.27,2519545-SANTIAGO,,
Trinidad de Casal," Nuncharaba, La subida, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como abogados de la Sra. Trinidad de Casal, dueña de un terreno situado en Nuncharaba, La subida, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. El propósito de esta comunicación es presentar una queja por los daños ocasionados en la propiedad de nuestra cliente debido a un incendio forestal que tuvo lugar recientemente en Cuesta Blanca.

El lote en cuestión es urbano y, de acuerdo a nuestros archivos, no tiene edificaciones (EDIFICADO NoPH). Sin embargo, el terreno ha sufrido daños considerables a causa del humo y el fuego, lo que ha disminuido su valor y ha causado pérdidas económicas para la Sra. de Casal.

Por lo anteriormente mencionado, pedimos a SierraVolt Energética Limitada que reconozca y pague una compensación por un total de $10.211.864, que corresponde al valor estimado de los daños en la propiedad.

Agradecemos su rápida atención a este asunto y esperamos su respuesta. Si no recibimos una respuesta satisfactoria en un tiempo razonable, nos veremos forzados a tomar las medidas legales necesarias para proteger los derechos e intereses de nuestra cliente.

Sin más que agregar, les enviamos un cordial saludo.

Lic. 

Abogado de la Sra. Trinidad de Casal.",10211864.74,1135340-SANTIAGO,,
Amando Vaquero-Gisbert," Ruta Provincial 28, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como abogados del Sr. Amando Vaquero-Gisbert, dueño de un terreno situado en Ruta Provincial 28, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Dicho terreno es de carácter urbano y, de acuerdo a nuestros registros, no posee construcciones.

La razón de este escrito es presentar una demanda por los perjuicios causados a la propiedad de nuestro cliente a raíz de un incendio forestal reciente. Esta situación ha provocado interrupciones en los servicios públicos y otros servicios fundamentales en la zona, afectando seriamente la calidad de vida y el valor del inmueble.

Por consiguiente, en representación del Sr. Vaquero-Gisbert, requerimos una compensación por los daños padecidos en su propiedad, cuyo monto estimado asciende a $3.112.470 pesos argentinos. Esta suma se ha calculado considerando los daños materiales, la disminución del valor del terreno y las afectaciones a los servicios públicos y otros servicios esenciales.

Agradecemos su pronta atención a este reclamo y aguardamos su respuesta para avanzar en la solución de este conflicto. De no recibir una respuesta adecuada, nos veremos en la necesidad de tomar las acciones legales pertinentes para resguardar los derechos e intereses de nuestro representado.

Sin más, nos despedimos cordialmente.

Lic.

Córdoba, Argentina.",3112470.14,1154532-SAN ROQUE,,
